ticker,date,Open,High,Low,Close,Adj Close,Volume,ma5,ma20,ret1,ret5,ret20,probability_up
AAPL,1993-01-04,2.125,2.142857074737549,2.0625,2.080357074737549,1.7391297817230225,32284000.0,1.7391297817230225,1.7391297817230225,0.0171673243137684,0.1008582702521743,0.0515024527588754,
AAPL,1993-01-05,2.0714285373687744,2.1160714626312256,2.044642925262451,2.1160714626312256,1.7689859867095947,46564000.0,1.7540578842163086,1.7540578842163086,0.0421940208890831,0.037975029869947,0.0168777835657001,
AAPL,1993-01-06,2.169642925262451,2.2142856121063232,2.1607143878936768,2.205357074737549,1.843626618385315,70350000.0,1.7839141289393108,1.7839141289393108,-0.0121457743807315,0.0283399246876636,-0.028339795367238,
AAPL,1993-01-07,2.205357074737549,2.232142925262451,2.1651785373687744,2.1785714626312256,1.821234345436096,68034400.0,1.793244183063507,1.793244183063507,0.0204919993760808,0.0655742147288509,-0.024589823245386,
AAPL,1993-01-08,2.169642925262451,2.25,2.1339285373687744,2.2232143878936768,1.8585550785064695,80234000.0,1.8063063621520996,1.8063063621520996,0.030120347463775,-0.032128468977319,-0.0803212045137193,
AAPL,1993-01-11,2.2142856121063232,2.299107074737549,2.205357074737549,2.2901785373687744,1.914535403251648,68432000.0,1.8413874864578248,1.824344535668691,-0.040935320769797,-0.0721244894316023,-0.1189083358223922,
AAPL,1993-01-12,2.2410714626312256,2.2767856121063232,2.1964285373687744,2.1964285373687744,1.8361632823944092,86539600.0,1.8548229455947876,1.8260329280580792,0.0325197525082039,-0.0284552460212893,-0.075203335693502,
AAPL,1993-01-13,2.1964285373687744,2.2857143878936768,2.1875,2.267857074737549,1.8958748579025269,49910000.0,1.86527259349823,1.8347631692886353,0.0236226032462405,-0.0551176889024483,-0.1220468680627607,
AAPL,1993-01-14,2.2857143878936768,2.330357074737549,2.2767856121063232,2.3214285373687744,1.9406603574752808,91952000.0,1.8891577959060668,1.846529523531596,-0.073077088221529,-0.0769231667012605,-0.1519231713082988,
AAPL,1993-01-15,2.1785714626312256,2.2232143878936768,2.142857074737549,2.1517856121063232,1.7988425493240356,225657600.0,1.87721529006958,1.84176082611084,-0.0124480236133251,-0.0124480236133251,-0.1038564830446556,
AAPL,1993-01-18,2.125,2.142857074737549,2.0714285373687744,2.125,1.776450514793396,83409200.0,1.8495983123779296,1.8358235250819812,0.0042017999392964,0.0084033314572919,-0.1072987308302734,
AAPL,1993-01-19,2.1339285373687744,2.1607143878936768,2.1160714626312256,2.1339285373687744,1.7839148044586182,68510400.0,1.8391486167907716,1.831497798363368,0.0041839513912935,0.0167361396878837,-0.0963575813311475,
AAPL,1993-01-20,2.1339285373687744,2.1517856121063232,2.125,2.142857074737549,1.791378617286682,39684400.0,1.8182493686676025,1.8284117075113149,0.0,0.0041665854249499,-0.0813317315239532,
AAPL,1993-01-21,2.1339285373687744,2.1517856121063232,2.0982143878936768,2.142857074737549,1.791378617286682,46104800.0,1.7883930206298828,1.825766486780984,-0.0083333039421319,-0.0020831596202425,-0.0813317315239532,
AAPL,1993-01-22,2.1517856121063232,2.1517856121063232,2.107142925262451,2.125,1.776450514793396,36736000.0,1.783914613723755,1.822478755315145,0.0084033314572919,0.0,-0.0715062937749005,
AAPL,1993-01-25,2.1160714626312256,2.1607143878936768,2.1160714626312256,2.142857074737549,1.791378617286682,50568000.0,1.7869002342224118,1.820534996688366,0.0124998893670817,0.0208334594936785,-0.0938587717064279,
AAPL,1993-01-26,2.1607143878936768,2.2142856121063232,2.1607143878936768,2.169642925262451,1.8137706518173216,71405600.0,1.7928714036941524,1.8201370940488928,-0.0082304245458645,-0.0082304245458645,-0.1153563411817446,
AAPL,1993-01-27,2.1785714626312256,2.205357074737549,2.0982143878936768,2.1517856121063232,1.7988425493240356,56655200.0,1.7943641901016236,1.8189540637864008,-0.0062238129966729,-0.0041492970244441,-0.0893018687807679,
AAPL,1993-01-28,2.142857074737549,2.1517856121063232,2.1160714626312256,2.138392925262451,1.7876468896865845,46009600.0,1.793617844581604,1.8173063177811473,-0.0062631915496194,-0.0062631915496194,-0.1128898898756717,
AAPL,1993-01-29,2.1517856121063232,2.1875,2.107142925262451,2.125,1.776450514793396,66525200.0,1.793617844581604,1.8152635276317597,0.0294118614164979,-0.0378151928737904,-0.1030878045667453,
AAPL,1993-02-01,2.1160714626312256,2.1875,2.1160714626312256,2.1875,1.828699231147766,60138400.0,1.8010819673538208,1.819742000102997,-0.016326731763862,-0.0775513239981039,-0.1123515595354726,
AAPL,1993-02-02,2.169642925262451,2.1964285373687744,2.1517856121063232,2.1517856121063232,1.7988425493240356,45584000.0,1.7980963468551636,1.821234828233719,-0.0041492970244441,-0.0560165038799426,-0.0913812224627454,
AAPL,1993-02-03,2.1785714626312256,2.1785714626312256,2.0892856121063232,2.142857074737549,1.791378617286682,66046400.0,1.7966035604476929,1.8186224281787873,-0.0083333039421319,-0.0708333496925868,-0.0813317315239532,
AAPL,1993-02-04,2.142857074737549,2.1517856121063232,2.107142925262451,2.125,1.776450514793396,52038000.0,1.7943642854690551,1.816383236646652,-0.0378151928737904,-0.0735294522252696,-0.0736118575646525,
AAPL,1993-02-05,2.1160714626312256,2.125,2.0089285373687744,2.044642925262451,1.7092736959457395,91904400.0,1.7809289216995237,1.808919167518616,-0.013100600226231,-0.0568970361951138,-0.0109452731460709,
AAPL,1993-02-08,2.0357143878936768,2.0535714626312256,1.9821428060531616,2.017857074737549,1.686881184577942,70268800.0,1.7525653123855591,1.7975364565849303,0.0066373934363843,-0.0598984423612168,0.0066182422846829,
AAPL,1993-02-09,2.0357143878936768,2.049107074737549,2.017857074737549,2.03125,1.69807767868042,59665200.0,1.732412338256836,1.790632176399231,-0.0197802549586127,-0.0506788300445336,-1.9024876113604705e-05,
AAPL,1993-02-10,2.0357143878936768,2.044642925262451,1.9642857313156128,1.9910714626312256,1.6644892692565918,67071200.0,1.707034468650818,1.7790628969669342,-0.0112107587990558,-0.011298707102642,0.0224071937701659,
AAPL,1993-02-11,1.9910714626312256,2.0089285373687744,1.9642857313156128,1.96875,1.6458290815353394,42067200.0,1.6809101819992065,1.7643213331699372,-0.0205416183943245,-8.894544956750128e-05,0.0226365444837706,
AAPL,1993-02-12,1.9642857313156128,1.9821428060531616,1.9196428060531616,1.9241071939468384,1.6120210886001587,68849200.0,1.6614596605300904,1.7549802601337432,-0.016241387666718,0.0232019506880809,0.0580048397450996,
AAPL,1993-02-16,1.9107142686843872,1.9107142686843872,1.8392857313156128,1.8928571939468384,1.5858396291732788,101934000.0,1.6412513494491576,1.7454497158527371,0.016509525266769,0.0235852293924665,0.0660379507249011,
AAPL,1993-02-17,1.9017857313156128,1.9285714626312256,1.8571428060531616,1.9241071939468384,1.6120210886001587,62395200.0,1.6240400314331054,1.7368550300598145,0.0208816151138837,-0.0046403753475752,0.0232019506880809,
AAPL,1993-02-18,1.9642857313156128,1.9732142686843872,1.9107142686843872,1.9642857313156128,1.645682692527771,70030800.0,1.6202787160873413,1.7295702338218688,0.0,-0.0045453139506759,-0.0090908452141243,
AAPL,1993-02-19,1.9732142686843872,1.9821428060531616,1.9553571939468384,1.9642857313156128,1.645682692527771,44450000.0,1.6202494382858277,1.7222854375839234,0.0022728742881106,-0.036363670606861,-0.0227271492541064,
AAPL,1993-02-22,1.9642857313156128,2.0,1.9553571939468384,1.96875,1.649423122406006,24690400.0,1.627729845046997,1.7159340679645538,-0.0158728839455222,-0.0340137047565386,-0.0340137047565386,
AAPL,1993-02-23,1.9642857313156128,1.9732142686843872,1.9285714626312256,1.9375,1.6232420206069946,48518400.0,1.6352103233337405,1.7075272381305695,-0.0115209652588677,0.0,-0.0276498612994108,
AAPL,1993-02-24,1.8616071939468384,1.9241071939468384,1.8616071939468384,1.9151785373687744,1.6045407056808472,71640800.0,1.633714246749878,1.6970657408237455,0.0209791139776087,0.0186479609785032,0.0023310787041443,
AAPL,1993-02-25,1.9017857313156128,1.9553571939468384,1.9017857313156128,1.9553571939468384,1.6382025480270386,41806800.0,1.6322182178497315,1.6890337407588958,-0.0319636414415438,0.0045660681640016,0.0,
AAPL,1993-02-26,1.9375,1.9375,1.8660714626312256,1.8928571939468384,1.5858396291732788,73721200.0,1.620249605178833,1.6789433777332303,0.0047170609127109,0.0377358859329863,0.0047170609127109,
AAPL,1993-03-01,1.8928571939468384,1.9107142686843872,1.8839285373687744,1.9017857313156128,1.59332013130188,29825600.0,1.6090290069580078,1.6697868585586548,0.0187795840379332,0.0610329934643338,-0.0422534842445665,
AAPL,1993-03-02,1.8928571939468384,1.9464285373687744,1.8928571939468384,1.9375,1.6232420206069946,36923600.0,1.6090290069580078,1.6595139980316165,0.0069121532090534,0.0460826860112857,-0.0368663838138656,
AAPL,1993-03-03,1.9285714626312256,1.9642857313156128,1.9017857313156128,1.9508928060531616,1.6344621181488037,50674400.0,1.6150132894515992,1.6512949764728546,0.0068649950674144,0.0389016387153484,-0.0572082192935791,
AAPL,1993-03-04,1.9464285373687744,1.9732142686843872,1.9107142686843872,1.9642857313156128,1.645682692527771,47084800.0,1.6165093183517456,1.644010180234909,0.0,0.0340910860691139,-0.0590908922985584,
AAPL,1993-03-05,1.9553571939468384,1.9910714626312256,1.9553571939468384,1.9642857313156128,1.645682692527771,27904800.0,1.628477931022644,1.6374717891216275,0.0272728978303276,0.0227275114420608,-0.0886363746666331,
AAPL,1993-03-08,1.9642857313156128,2.0267856121063232,1.9642857313156128,2.017857074737549,1.6905652284622192,44251200.0,1.6479269504547118,1.636536365747452,0.0044246411642669,0.0088496349008204,-0.1150441959938057,
AAPL,1993-03-09,2.017857074737549,2.0535714626312256,2.017857074737549,2.0267856121063232,1.6980453729629517,38707200.0,1.6628876209259034,1.6370945751667023,0.0,-0.004405149956435,-0.1409690810395811,
