ticker,date,Open,High,Low,Close,Volume,ma5,ma20,ret1,ret5,ret20,probability_up
aapl.us,1993-02-11,1.7853,1.8005,1.7611,1.7649,46927309,1.80246,1.89202,-0.0226641736075697,-0.0021530964927189,0.0201711145107372,
aapl.us,1993-02-12,1.7611,1.7775,1.7211,1.7249,76803499,1.78092,1.881835,-0.0163487738419618,0.0231897501304423,0.0580323497014318,
aapl.us,1993-02-16,1.7136,1.7136,1.6496,1.6967,113710659,1.75856,1.8713849999999996,0.0166204986149585,0.0235162374020154,0.0658926150763246,
aapl.us,1993-02-17,1.7044,1.7288,1.6648,1.7249,69603863,1.73934,1.86197,0.0209867238680503,-0.0052176937793495,0.0231897501304423,
aapl.us,1993-02-18,1.7611,1.7684,1.7136,1.7611,78121616,1.7345,1.85398,0.0,-0.0045426154108227,-0.0096530577479985,
aapl.us,1993-02-19,1.7684,1.7775,1.7531,1.7611,49585402,1.7337400000000005,1.84599,0.0021577423201406,-0.0365680540571233,-0.0227130770541139,
aapl.us,1993-02-22,1.7611,1.7927,1.7531,1.7649,27542935,1.74174,1.83895,-0.0160349028273556,-0.0342795625814493,-0.0342795625814493,
aapl.us,1993-02-23,1.7611,1.7684,1.7288,1.7366,54123835,1.74972,1.829735,-0.0119198433721063,0.0,-0.0272947138085913,
aapl.us,1993-02-24,1.6687,1.7249,1.6687,1.7159,79917619,1.74792,1.81827,0.0216795850574043,0.018649105425724,0.0030304796316802,
aapl.us,1993-02-25,1.7044,1.7531,1.7044,1.7531,46636830,1.74632,1.809495,-0.032171581769437,0.0045633449318349,0.0,
aapl.us,1993-02-26,1.7366,1.7366,1.6725,1.6967,82238362,1.7334400000000003,1.798485,0.0045382212530205,0.0379560322979901,0.0045382212530205,
aapl.us,1993-03-01,1.6967,1.7136,1.6892,1.7044,33271417,1.72134,1.78842,0.0188922788077916,0.0610772119220841,-0.042008918094344,
aapl.us,1993-03-02,1.6967,1.7441,1.6967,1.7366,41189467,1.72134,1.7772199999999998,0.0065069676379132,0.0462973626626741,-0.0369112058044454,
aapl.us,1993-03-03,1.7288,1.7611,1.7044,1.7479,56528924,1.72774,1.768185,0.0075519194461926,0.0395331540705989,-0.0562389152697523,
aapl.us,1993-03-04,1.7441,1.7684,1.7136,1.7611,52524618,1.72934,1.760195,0.0,0.0340128328885354,-0.0591107830333315,
aapl.us,1993-03-05,1.7531,1.7853,1.7531,1.7611,31128698,1.74222,1.752965,0.0269149963091248,0.022372380898302,-0.088921696666856,
aapl.us,1993-03-08,1.7611,1.817,1.7611,1.8085,49363639,1.7630400000000002,1.7517599999999998,0.0047000276472213,0.0091235830799003,-0.1149571468067459,
aapl.us,1993-03-09,1.8085,1.8414,1.8085,1.817,43179126,1.77912,1.752185,0.0,-0.0046780407264721,-0.1408915795266924,
aapl.us,1993-03-10,1.817,1.8326,1.7927,1.817,36950886,1.7929400000000002,1.751985,0.0022014309301046,-0.0286736378646119,-0.1104567969179965,
aapl.us,1993-03-11,1.825,1.8326,1.8005,1.821,40330499,1.80492,1.75377,-0.0112575507962657,-0.0422295442064799,-0.1250961010433827,
aapl.us,1993-03-12,1.817,1.817,1.7775,1.8005,35332916,1.8128,1.7555500000000002,0.0136073312968618,-0.0440988614273812,-0.1110247153568453,
aapl.us,1993-03-15,1.7927,1.8326,1.7734,1.825,37937919,1.8161,1.760555,-0.0090410958904109,-0.0660821917808219,-0.1495342465753424,
aapl.us,1993-03-16,1.8326,1.8492,1.8085,1.8085,28245723,1.8144,1.7661450000000003,-0.0241083771081006,-0.0659662703898258,-0.1368537461985071,
aapl.us,1993-03-17,1.8085,1.825,1.7611,1.7649,49145007,1.80398,1.768145,-0.0117853702759362,-0.0248172701002888,-0.1430675958977845,
aapl.us,1993-03-18,1.7611,1.7801,1.7441,1.7441,29613812,1.7886,1.767295,-0.0131873172409838,0.005160254572559,-0.1165644171779141,
aapl.us,1993-03-19,1.7611,1.7684,1.7136,1.7211,42976098,1.77272,1.765295,-0.0097030968566614,-0.0097030968566614,-0.0981930160943582,
aapl.us,1993-03-22,1.7136,1.7249,1.6892,1.7044,46071482,1.7486000000000002,1.7622700000000002,-0.0089180943440506,-0.042008918094344,-0.0609011969021355,
aapl.us,1993-03-23,1.7044,1.7288,1.684,1.6892,28595562,1.72474,1.7599,0.0188846791380534,-0.0098863367274448,-0.0600284158181386,
aapl.us,1993-03-24,1.6892,1.7366,1.68,1.7211,39899461,1.71598,1.7601600000000002,0.0185927604439022,-0.0415431991168439,-0.070013363546569,
aapl.us,1993-03-25,1.7211,1.7531,1.7136,1.7531,47701931,1.71778,1.7601599999999995,-0.0277793622725458,-0.0548171809936683,-0.1006787975586105,
aapl.us,1993-03-26,1.7531,1.7531,1.68,1.7044,42323284,1.7144400000000002,1.760545,-0.042008918094344,-0.0586130016428068,-0.0796174606899788,
aapl.us,1993-03-29,1.6725,1.68,1.6251,1.6328,72986601,1.70012,1.756965,0.0243140617344439,-0.0197207251347378,-0.0150048995590397,
aapl.us,1993-03-30,1.6366,1.6725,1.6083,1.6725,73639412,1.69678,1.7537599999999998,-0.0136920777279522,-0.0666666666666667,-0.0160239162929747,
aapl.us,1993-03-31,1.68,1.6892,1.6403,1.6496,62201176,1.68248,1.748845,0.0044859359844811,-0.0201867119301648,-0.0148520853540251,
aapl.us,1993-04-01,1.6403,1.6648,1.6328,1.657,30176041,1.66326,1.7436400000000003,-0.0316837658418829,-0.0385033192516596,-0.0100784550392274,
aapl.us,1993-04-02,1.6163,1.6403,1.5853,1.6045,70778292,1.64328,1.73581,-0.0024306637581801,-0.0024306637581801,0.0351511374259894,
aapl.us,1993-04-05,1.6006,1.6163,1.5853,1.6006,41601761,1.63684,1.7254150000000004,-0.0247407222291641,-0.0303011370735973,0.0681619392727725,
aapl.us,1993-04-06,1.6006,1.6083,1.561,1.561,46955425,1.6145400000000003,1.7126150000000002,0.03542600896861,0.0,0.117296604740551,
aapl.us,1993-04-07,1.5687,1.6251,1.5521,1.6163,45415548,1.6078800000000002,1.70258,-0.014291901255955,-0.0642826208005939,0.0648394481222545,
aapl.us,1993-04-08,1.6006,1.6163,1.5687,1.5932,45577969,1.59512,1.69119,0.0046447401456188,-0.0328897815716796,0.1003640472006026,
aapl.us,1993-04-12,1.5853,1.6328,1.5853,1.6006,25949956,1.59434,1.681195,-0.0303011370735973,-0.0303011370735973,0.1002748969136575,
aapl.us,1993-04-13,1.6163,1.6403,1.5443,1.5521,45871575,1.58464,1.66755,0.0057341666129759,0.0312479865988015,0.1237033696282454,
aapl.us,1993-04-14,1.5443,1.561,1.524,1.561,47427079,1.58464,1.6551749999999998,-0.0311338885329917,0.0171684817424728,0.0918641896220371,
aapl.us,1993-04-15,1.5443,1.5443,1.4969,1.5124,60992389,1.56386,1.64255,0.0187781010314731,0.058317905316054,0.1752843163184343,
aapl.us,1993-04-16,1.5443,1.561,1.5175,1.5408,191535547,1.55338,1.632385,0.0073338525441328,0.0232346832814123,0.1536214953271029,
aapl.us,1993-04-19,1.5521,1.5853,1.5443,1.5521,63547416,1.54368,1.623935,0.0312479865988015,0.0106951871657754,0.15024805102764,
aapl.us,1993-04-20,1.561,1.6083,1.5443,1.6006,66945762,1.55338,1.618745,-0.0079970011245782,0.0048106959890041,0.1105210546045234,
aapl.us,1993-04-21,1.6083,1.6251,1.5766,1.5878,57247334,1.5587399999999998,1.613675,0.0080614686988285,0.0364655498173571,0.1541755888650962,
aapl.us,1993-04-22,1.5766,1.6163,1.5687,1.6006,43972488,1.57638,1.60765,-0.0149943771085843,0.0153067599650131,0.1753717355991502,
aapl.us,1993-04-23,1.5932,1.6083,1.561,1.5766,37410041,1.58354,1.5988250000000002,-0.0050107826969427,0.0404033997209185,0.1679563617911961,
aapl.us,1993-04-26,1.5766,1.5932,1.5521,1.5687,28670511,1.5868600000000002,1.59204,0.0252438324727481,0.0587747816663479,0.1756231274303563,
aapl.us,1993-04-27,1.561,1.6083,1.561,1.6083,36163757,1.5884,1.590815,0.0232543679661754,0.0630479388173848,0.1228004725486537,
aapl.us,1993-04-28,1.5932,1.6648,1.5932,1.6457,45524879,1.59998,1.589475,-0.0125174697697028,0.0597921856960563,0.123655587288084,
aapl.us,1993-04-29,1.6496,1.657,1.6045,1.6251,22992014,1.60488,1.58825,0.009353270567965,0.059073287797674,0.133099501569134,
aapl.us,1993-04-30,1.6251,1.68,1.6251,1.6403,36907165,1.6176199999999998,1.5874149999999998,0.0125586782905566,0.0687679083094556,0.104675973907212,
aapl.us,1993-05-03,1.6403,1.6648,1.6328,1.6609,18178711,1.6360599999999998,1.590235,0.0293816605454872,0.0603287374315131,0.0988018544162803,
aapl.us,1993-05-04,1.6725,1.7366,1.6648,1.7097,47639463,1.65634,1.59569,0.020120488974674,0.020120488974674,0.0674387319412761,
aapl.us,1993-05-05,1.6967,1.7775,1.6967,1.7441,70575257,1.67602,1.604845,-0.0131873172409838,-0.0227624562811765,0.0353764119029873,
aapl.us,1993-05-06,1.7441,1.7531,1.7136,1.7211,19649872,1.6952200000000002,1.6100850000000002,0.0185927604439022,0.0327697402823774,0.0209168554993899,
aapl.us,1993-05-07,1.7136,1.7531,1.7136,1.7531,22838950,1.71778,1.6180799999999995,0.0045633449318349,0.0139182020420969,-0.0730135189093605,
aapl.us,1993-05-10,1.7611,1.7891,1.7611,1.7611,38465789,1.73782,1.626105,-0.0096530577479985,0.013741411617739,-0.0998239736528306,
aapl.us,1993-05-11,1.7611,1.7684,1.7288,1.7441,44169285,1.7447000000000004,1.6357050000000002,-0.0227624562811765,0.0191502780803853,-0.1880052749268964,
aapl.us,1993-05-12,1.7366,1.7531,1.6967,1.7044,29345187,1.73676,1.642875,0.0428889931940859,0.0752170851912696,-0.1643393569584604,
aapl.us,1993-05-13,1.7136,1.7853,1.7136,1.7775,100879365,1.74804,1.65613,0.0,0.0583966244725737,-0.2117018284106891,
aapl.us,1993-05-14,1.7684,1.7927,1.7611,1.7775,32743554,1.75292,1.667965,0.0043881856540084,0.0359493670886075,-0.1965119549929677,
aapl.us,1993-05-17,1.7775,1.7927,1.7611,1.7853,19421857,1.75776,1.679625,-0.0043690136111578,0.0329916540637427,-0.2467932560354002,
aapl.us,1993-05-18,1.7775,1.8005,1.7611,1.7775,45590452,1.76444,1.68847,0.030998593530239,0.0159212376933894,-0.2391561181434599,
aapl.us,1993-05-19,1.7531,1.8414,1.7441,1.8326,48182974,1.79008,1.7007099999999995,0.0265742660700643,0.0090581687220341,-0.2796027501909854,
aapl.us,1993-05-20,1.8326,1.8887,1.8326,1.8813,81023337,1.81084,1.714745,-0.0212087386381757,-0.0212087386381757,-0.3022909690107904,
aapl.us,1993-05-21,1.8813,1.8926,1.817,1.8414,41330024,1.82362,1.727985,0.0015205821657435,-0.0159661127403062,-0.3115564244596502,
aapl.us,1993-05-24,1.817,1.8813,1.817,1.8442,41920358,1.8354,1.74176,-0.0208220366554603,-0.0104110183277302,-0.2812601670100857,
aapl.us,1993-05-25,1.817,1.8414,1.7853,1.8058,50400632,1.84106,1.7516349999999998,0.0240336692878502,0.0106324066895557,-0.2823679255731531,
aapl.us,1993-05-26,1.7927,1.8492,1.7734,1.8492,33902369,1.84438,1.76181,-0.0042180402336146,-0.0234696084793423,-0.2772009517629245,
aapl.us,1993-05-27,1.8492,1.8722,1.8326,1.8414,55020279,1.8364,1.772625,-0.0159661127403062,-0.0457803844900618,-0.3044422721842077,
aapl.us,1993-05-28,1.825,1.8414,1.8005,1.812,51300211,1.83052,1.7812100000000002,0.0071743929359822,-0.1031456953642384,-0.2911699779249448,
aapl.us,1993-06-01,1.8085,1.8492,1.8085,1.825,37669301,1.82668,1.7894150000000004,0.0,-0.1313424657534246,-0.3158904109589041,
aapl.us,1993-06-02,1.817,1.8646,1.7927,1.825,55910472,1.83052,1.7951799999999998,-0.0105205479452054,-0.2240000000000001,-0.3066849315068493,
aapl.us,1993-06-03,1.825,1.8326,1.7927,1.8058,43744472,1.82184,1.7982650000000002,-0.026968656551113,-0.2112637058367483,-0.3262266031675712,
aapl.us,1993-06-04,1.7853,1.8005,1.7441,1.7571,59593071,1.80498,1.800065,-0.0751237835069148,-0.2025496556826589,-0.298787775311593,
aapl.us,1993-06-07,1.7441,1.7531,1.6137,1.6251,134506853,1.7676000000000005,1.793665,-0.024490800566119,-0.1211617746600209,-0.2561073164728323,
aapl.us,1993-06-08,1.561,1.6006,1.5369,1.5853,173213144,1.71966,1.784875,-0.106667507727244,-0.1517693811896802,-0.2632940137513404,
aapl.us,1993-06-09,1.4406,1.4598,1.4085,1.4162,328641141,1.6378999999999997,1.7684799999999998,0.0057195311396696,-0.0450501341618414,-0.1753283434543143,
aapl.us,1993-06-10,1.3932,1.4327,1.3689,1.4243,154419114,1.5616,1.754475,-0.0162184932949518,-0.0730885347188091,-0.1737695710173417,
aapl.us,1993-06-11,1.4406,1.4486,1.3894,1.4012,67579838,1.49042,1.73566,0.0192691978304309,-0.0632315158435626,-0.1316728518412789,
aapl.us,1993-06-14,1.4085,1.4327,1.3932,1.4282,69578866,1.45104,1.718195,-0.0584652009522475,-0.112379218596835,-0.1653129813751575,
aapl.us,1993-06-15,1.4486,1.4486,1.3407,1.3447,125030188,1.40292,1.696165,0.0057261842790212,-0.0142782776827545,-0.1134825611660593,
aapl.us,1993-06-16,1.3524,1.3841,1.3294,1.3524,98468021,1.39016,1.67491,-0.0238095238095238,-0.0417775805974564,-0.1534309375924283,
aapl.us,1993-06-17,1.3599,1.3599,1.2959,1.3202,114185433,1.36934,1.64929,-0.0057567035297682,0.0124223602484472,-0.3327526132404181,
aapl.us,1993-06-18,1.332,1.3486,1.273,1.3126,86814277,1.35162,1.620855,-0.0342069175681852,-0.0242267255828128,-0.3745238458022246,
aapl.us,1993-06-21,1.2959,1.2959,1.2653,1.2677,76297499,1.3195200000000002,1.59217,0.045594383529226,0.0131734637532539,-0.3212116431332333,
aapl.us,1993-06-22,1.3089,1.3447,1.273,1.3255,93810905,1.31568,1.566235,-0.022331195775179,-0.0580912863070539,-0.3662014334213503,
aapl.us,1993-06-23,1.3366,1.3366,1.2808,1.2959,50400632,1.30438,1.54074,0.0314067443475576,-0.0236129330966895,-0.3457828536152481,
aapl.us,1993-06-24,1.2959,1.3366,1.2808,1.3366,62144975,1.3076599999999998,1.5151100000000002,-0.0417477180906779,-0.0897052222055964,-0.3714649109681281,
aapl.us,1993-06-25,1.2933,1.305,1.2653,1.2808,71718450,1.3013,1.4870800000000002,0.0028107432854467,-0.0380231105559025,-0.3281542785758899,
aapl.us,1993-06-28,1.2959,1.2959,1.2407,1.2844,98617952,1.3046399999999998,1.4607,-0.0279507941451261,-0.0587823108066022,-0.3399252569293055,
aapl.us,1993-06-29,1.2883,1.2883,1.2321,1.2485,82066575,1.28924,1.431875,0.0134561473768524,-0.0645574689627552,-0.3107729275130155,
aapl.us,1993-06-30,1.2407,1.273,1.2321,1.2653,55848003,1.28312,1.40389,-0.0384098632735321,-0.0769777918280251,-0.3105982770884375,
aapl.us,1993-07-01,1.2485,1.273,1.2167,1.2167,60842467,1.25914,1.374435,0.0126571874743157,-0.0327936220925452,-0.2696638448261691,
aapl.us,1993-07-02,1.2241,1.2407,1.2089,1.2321,53442920,1.2494,1.348185,-0.018829640451262,-0.0124989854719584,-0.2600438276113952,
aapl.us,1993-07-06,1.2241,1.2485,1.2013,1.2089,43297819,1.2343,1.327375,-0.0339151294565308,-0.0138969310943833,-0.2320291173794358,
aapl.us,1993-07-07,1.2013,1.2128,1.1601,1.1679,63316268,1.21818,1.306505,0.0,0.0207209521363129,-0.1709906670091617,
aapl.us,1993-07-08,1.1679,1.2013,1.1601,1.1679,38756261,1.1987,1.29409,0.0076205154550903,-0.0196934669064131,-0.1905985101464166,
aapl.us,1993-07-09,1.1845,1.1921,1.1679,1.1768,43750727,1.19072,1.281715,0.0339055064581914,-0.2514445955132562,-0.2046227056424201,
aapl.us,1993-07-12,1.1768,1.2204,1.1601,1.2167,48492186,1.18764,1.27249,-0.0202186241472835,-0.3252239664666722,-0.21706254623161,
aapl.us,1993-07-13,1.2407,1.2407,1.1845,1.1921,44094310,1.18428,1.260685,0.0,-0.2781645835080949,-0.2352151665128764,
aapl.us,1993-07-14,1.1768,1.2013,1.1449,1.1921,68688672,1.18912,1.253055,-0.0395939937924669,-0.2952772418421273,-0.2610519251740625,
aapl.us,1993-07-15,1.1921,1.2089,1.1283,1.1449,94273182,1.1845199999999998,1.24268,-0.2305878242641278,-0.2594986461699712,-0.2594986461699712,
aapl.us,1993-07-16,0.9117,0.949,0.8478,0.8809,591398510,1.12534,1.220715,-0.0679986377568396,-0.0463162674537405,-0.0053354523782495,
aapl.us,1993-07-19,0.8966,0.9209,0.8171,0.821,224844438,1.0462,1.196135,0.0481120584652863,0.0481120584652863,0.0729598051157125,
aapl.us,1993-07-20,0.8401,0.8886,0.8246,0.8605,148340799,0.97988,1.175775,-0.0237071470075538,-0.0147588611272516,0.0549680418361417,
aapl.us,1993-07-21,0.8324,0.8567,0.8171,0.8401,127144796,0.90948,1.1515049999999998,0.009165575526723,0.024282823473396,0.085227949053684,
aapl.us,1993-07-22,0.8324,0.8644,0.8246,0.8478,58893402,0.85006,1.1291,-0.0090823307383817,0.028898325076669,0.0390422269403161,
aapl.us,1993-07-23,0.8644,0.8809,0.8324,0.8401,65196614,0.8418999999999999,1.104275,0.024282823473396,0.0577312224735151,0.0672538983454351,
aapl.us,1993-07-26,0.8567,0.8809,0.8324,0.8605,42620034,0.8497999999999999,1.08326,-0.0147588611272516,0.0595002905287622,0.0549680418361417,
aapl.us,1993-07-27,0.8567,0.8809,0.8401,0.8478,55388850,0.84726,1.06143,0.0149799481009673,0.0950695918848785,0.0575607454588344,
aapl.us,1993-07-28,0.8401,0.8644,0.8401,0.8605,25600117,0.8513400000000001,1.04203,0.0137129575828005,0.1251597908192909,0.0137129575828005,
aapl.us,1993-07-29,0.8644,0.8809,0.8567,0.8723,33849272,0.85624,1.02238,0.0186862318009859,0.0836868049982804,-0.0135274561504068,
aapl.us,1993-07-30,0.8809,0.9039,0.8644,0.8886,59805459,0.8659399999999999,1.0059749999999998,0.0259959486833221,0.0533423362592844,-0.0459149223497635,
aapl.us,1993-08-02,0.9039,0.936,0.8966,0.9117,60323957,0.87618,0.989955,0.0183174289788308,0.0448612482176153,-0.0869803663485795,
aapl.us,1993-08-03,0.9284,0.936,0.9209,0.9284,49216822,0.8923,0.97593,0.0428694528220594,-0.0179879362343817,-0.0868160275743213,
aapl.us,1993-08-04,0.936,0.9758,0.9284,0.9682,67767247,0.91384,0.965945,-0.0236521379880189,-0.0901673208014872,-0.1363354678785373,
aapl.us,1993-08-05,0.9849,0.9849,0.9284,0.9453,58390528,0.92844,0.954815,-0.0098381466201206,-0.1031418597270708,-0.1276843330159738,
aapl.us,1993-08-06,0.936,0.9682,0.936,0.936,35117422,0.93792,0.942775,0.0177350427350426,-0.063888888888889,-0.119017094017094,
aapl.us,1993-08-09,0.936,0.9682,0.9284,0.9526,45015741,0.9461,0.92957,-0.0429351249212681,-0.0752676884316606,-0.1180978374973756,
aapl.us,1993-08-10,0.9453,0.9526,0.9039,0.9117,42607532,0.94276,0.91555,-0.033783042667544,-0.0042777229351759,-0.0603268619063287,
aapl.us,1993-08-11,0.9117,0.9117,0.8644,0.8809,46564984,0.9253,0.8999900000000001,-0.0375752071744807,0.0349642411170392,-0.0550573277330003,
aapl.us,1993-08-12,0.8809,0.8886,0.8324,0.8478,94310655,0.9058,0.885135,0.0334984666194857,0.0390422269403161,-0.0090823307383817,
aapl.us,1993-08-13,0.8478,0.8886,0.8401,0.8762,38712554,0.89384,0.8849,0.0053640721296508,0.0232823556265693,-0.0778361104770599,
aapl.us,1993-08-16,0.8809,0.8966,0.8723,0.8809,28570565,0.8795,0.887895,0.030536950845726,0.030536950845726,-0.1190827562719945,
aapl.us,1993-08-17,0.8886,0.9117,0.8723,0.9078,30169787,0.8787200000000001,0.8902599999999999,0.0042961004626569,-0.012337519277374,-0.1367041198501873,
aapl.us,1993-08-18,0.9284,0.9526,0.9039,0.9117,52630809,0.8848800000000001,0.8938400000000002,-0.033783042667544,-0.0432159701656246,-0.1304157069211363,
aapl.us,1993-08-19,0.9209,0.9209,0.8809,0.8809,42426374,0.8915,0.895495,0.0178226813486206,-0.0231581337268702,-0.0827562719945509,
aapl.us,1993-08-20,0.8886,0.8966,0.8644,0.8966,27870903,0.89558,0.89832,0.0124916350658041,-0.0544278385010037,-0.1116439884006245,
aapl.us,1993-08-23,0.8966,0.9209,0.8809,0.9078,25428326,0.90096,0.900685,-0.012337519277374,-0.0830579422780348,-0.1367041198501873,
aapl.us,1993-08-24,0.9039,0.9209,0.8886,0.8966,28239476,0.89872,0.903125,-0.0271023867945572,-0.0544278385010037,-0.0886683024760204,
aapl.us,1993-08-25,0.8966,0.9039,0.8567,0.8723,40652230,0.8908400000000001,0.9037149999999998,-0.0135274561504068,-0.041384844663533,-0.0911383698268943,
aapl.us,1993-08-26,0.8723,0.8723,0.8478,0.8605,49123130,0.88676,0.903125,-0.0147588611272516,-0.041719930273097,-0.0699593259732713,
aapl.us,1993-08-27,0.8644,0.8644,0.8401,0.8478,52031102,0.877,0.901085,-0.0181646614767633,-0.0273649445623967,-0.0648737909884407,
aapl.us,1993-08-30,0.8478,0.8478,0.8286,0.8324,76341220,0.8619200000000001,0.8971199999999999,0.0185007208073042,0.009250360403652,-0.0475732820759251,
aapl.us,1993-08-31,0.8478,0.8567,0.8324,0.8478,35660884,0.8521599999999999,0.8930899999999999,-0.0136824722811983,0.0104977589054022,-0.098136352913423,
aapl.us,1993-09-01,0.8478,0.8567,0.8246,0.8362,62907091,0.84494,0.88649,-0.013872279359005,-0.0045443673762257,-0.1054771585745038,
aapl.us,1993-09-02,0.8324,0.8401,0.808,0.8246,78718196,0.83776,0.8804550000000001,0.0,0.018796992481203,-0.1161775406257579,
aapl.us,1993-09-03,0.8324,0.8324,0.808,0.8246,45440546,0.8331199999999999,0.8748850000000001,0.018796992481203,-0.0201309725927721,-0.1161775406257579,
aapl.us,1993-09-07,0.8324,0.8644,0.8246,0.8401,40030652,0.8346600000000001,0.86926,0.0197595524342339,-0.076300440423759,-0.1035591001071301,
aapl.us,1993-09-08,0.8401,0.8644,0.8324,0.8567,63203827,0.83644,0.8665100000000001,-0.028364655071787,-0.0852106921909654,-0.1163767946772499,
aapl.us,1993-09-09,0.8567,0.8644,0.8324,0.8324,41701725,0.83568,0.864085,0.009250360403652,-0.0475732820759251,-0.115449303219606,
aapl.us,1993-09-10,0.8401,0.8401,0.8118,0.8401,37506875,0.8387799999999999,0.8637,-0.0382097369360788,-0.0382097369360788,-0.1372455660040471,
aapl.us,1993-09-13,0.8401,0.8478,0.7928,0.808,71334278,0.83546,0.86029,-0.0396039603960396,-0.0142326732673268,-0.0586633663366336,
aapl.us,1993-09-14,0.776,0.8003,0.7683,0.776,77150220,0.82264,0.8550449999999999,0.009922680412371,0.009922680412371,-0.0099226804123712,
aapl.us,1993-09-15,0.7837,0.8003,0.7531,0.7837,71874633,0.8080399999999999,0.84884,0.0116115860660968,0.0426183488579814,-0.0196503764195482,
aapl.us,1993-09-16,0.776,0.8003,0.776,0.7928,23972784,0.80012,0.8428950000000001,0.0191725529767912,0.0,-0.0406155398587284,
