date,Open,High,Low,Close,Adj Close,Volume,ma5,ma20,ret1,ret5,ret20
1993-01-04,2.125,2.142857074737549,2.0625,2.080357074737549,1.7391297817230225,32284000,1.7391297817230225,1.7391297817230225,0.01716732431376844,0.10085827025217431,0.05150245275887544
1993-01-05,2.0714285373687744,2.1160714626312256,2.044642925262451,2.1160714626312256,1.7689859867095947,46564000,1.7540578842163086,1.7540578842163086,0.042194020889083195,0.03797502986994705,0.016877783565700133
1993-01-06,2.169642925262451,2.2142856121063232,2.1607143878936768,2.205357074737549,1.843626618385315,70350000,1.7839141289393108,1.7839141289393108,-0.0121457743807315,0.028339924687663665,-0.028339795367238074
1993-01-07,2.205357074737549,2.232142925262451,2.1651785373687744,2.1785714626312256,1.821234345436096,68034400,1.793244183063507,1.793244183063507,0.020491999376080816,0.06557421472885094,-0.024589823245386055
1993-01-08,2.169642925262451,2.25,2.1339285373687744,2.2232143878936768,1.8585550785064695,80234000,1.8063063621520996,1.8063063621520996,0.03012034746377501,-0.032128468977319025,-0.08032120451371938
1993-01-11,2.2142856121063232,2.299107074737549,2.205357074737549,2.2901785373687744,1.914535403251648,68432000,1.8413874864578248,1.824344535668691,-0.040935320769797,-0.07212448943160232,-0.11890833582239224
1993-01-12,2.2410714626312256,2.2767856121063232,2.1964285373687744,2.1964285373687744,1.8361632823944092,86539600,1.8548229455947876,1.8260329280580794,0.032519752508203936,-0.02845524602128935,-0.07520333569350202
1993-01-13,2.1964285373687744,2.2857143878936768,2.1875,2.267857074737549,1.8958748579025269,49910000,1.86527259349823,1.8347631692886353,0.023622603246240548,-0.05511768890244839,-0.12204686806276077
1993-01-14,2.2857143878936768,2.330357074737549,2.2767856121063232,2.3214285373687744,1.9406603574752808,91952000,1.8891577959060668,1.846529523531596,-0.07307708822152903,-0.07692316670126054,-0.1519231713082988
1993-01-15,2.1785714626312256,2.2232143878936768,2.142857074737549,2.1517856121063232,1.7988425493240356,225657600,1.87721529006958,1.8417608261108398,-0.012448023613325199,-0.012448023613325199,-0.10385648304465567
1993-01-18,2.125,2.142857074737549,2.0714285373687744,2.125,1.776450514793396,83409200,1.8495983123779296,1.8358235250819812,0.00420179993929648,0.008403331457291996,-0.10729873083027341
1993-01-19,2.1339285373687744,2.1607143878936768,2.1160714626312256,2.1339285373687744,1.7839148044586182,68510400,1.8391486167907716,1.8314977983633678,0.004183951391293572,0.01673613968788379,-0.09635758133114758
1993-01-20,2.1339285373687744,2.1517856121063232,2.125,2.142857074737549,1.791378617286682,39684400,1.8182493686676025,1.8284117075113149,0.0,0.0041665854249499645,-0.08133173152395323
1993-01-21,2.1339285373687744,2.1517856121063232,2.0982143878936768,2.142857074737549,1.791378617286682,46104800,1.7883930206298828,1.825766486780984,-0.008333303942131942,-0.002083159620242525,-0.08133173152395323
1993-01-22,2.1517856121063232,2.1517856121063232,2.107142925262451,2.125,1.776450514793396,36736000,1.783914613723755,1.822478755315145,0.008403331457291996,0.0,-0.07150629377490059
1993-01-25,2.1160714626312256,2.1607143878936768,2.1160714626312256,2.142857074737549,1.791378617286682,50568000,1.7869002342224118,1.820534996688366,0.012499889367081796,0.02083345949367854,-0.09385877170642798
1993-01-26,2.1607143878936768,2.2142856121063232,2.1607143878936768,2.169642925262451,1.8137706518173216,71405600,1.7928714036941524,1.8201370940488928,-0.008230424545864534,-0.008230424545864534,-0.11535634118174465
1993-01-27,2.1785714626312256,2.205357074737549,2.0982143878936768,2.1517856121063232,1.7988425493240356,56655200,1.7943641901016236,1.8189540637864008,-0.006223812996672962,-0.00414929702444411,-0.08930186878076796
1993-01-28,2.142857074737549,2.1517856121063232,2.1160714626312256,2.138392925262451,1.7876468896865845,46009600,1.793617844581604,1.8173063177811473,-0.006263191549619407,-0.006263191549619407,-0.11288988987567172
1993-01-29,2.1517856121063232,2.1875,2.107142925262451,2.125,1.776450514793396,66525200,1.793617844581604,1.8152635276317597,0.029411861416497986,-0.037815192873790426,-0.10308780456674538
1993-02-01,2.1160714626312256,2.1875,2.1160714626312256,2.1875,1.828699231147766,60138400,1.8010819673538208,1.819742000102997,-0.016326731763862012,-0.07755132399810394,-0.1123515595354726
1993-02-02,2.169642925262451,2.1964285373687744,2.1517856121063232,2.1517856121063232,1.7988425493240356,45584000,1.7980963468551636,1.821234828233719,-0.00414929702444411,-0.056016503879942614,-0.09138122246274549
1993-02-03,2.1785714626312256,2.1785714626312256,2.0892856121063232,2.142857074737549,1.791378617286682,66046400,1.7966035604476929,1.8186224281787873,-0.008333303942131942,-0.07083334969258681,-0.08133173152395323
1993-02-04,2.142857074737549,2.1517856121063232,2.107142925262451,2.125,1.776450514793396,52038000,1.7943642854690551,1.8163832366466521,-0.037815192873790426,-0.07352945222526963,-0.0736118575646525
1993-02-05,2.1160714626312256,2.125,2.0089285373687744,2.044642925262451,1.7092736959457395,91904400,1.7809289216995237,1.8089191675186158,-0.013100600226231052,-0.05689703619511388,-0.010945273146070966
1993-02-08,2.0357143878936768,2.0535714626312256,1.9821428060531616,2.017857074737549,1.686881184577942,70268800,1.7525653123855591,1.7975364565849303,0.0066373934363843645,-0.059898442361216886,0.006618242284682996
1993-02-09,2.0357143878936768,2.049107074737549,2.017857074737549,2.03125,1.69807767868042,59665200,1.732412338256836,1.790632176399231,-0.019780254958612797,-0.05067883004453366,-1.9024876113604705e-05
1993-02-10,2.0357143878936768,2.044642925262451,1.9642857313156128,1.9910714626312256,1.6644892692565918,67071200,1.7070344686508179,1.7790628969669342,-0.011210758799055864,-0.011298707102642025,0.02240719377016598
1993-02-11,1.9910714626312256,2.0089285373687744,1.9642857313156128,1.96875,1.6458290815353394,42067200,1.6809101819992065,1.7643213331699372,-0.020541618394324557,-8.894544956750128e-05,0.022636544483770615
1993-02-12,1.9642857313156128,1.9821428060531616,1.9196428060531616,1.9241071939468384,1.6120210886001587,68849200,1.6614596605300904,1.7549802601337432,-0.01624138766671801,0.023201950688080952,0.05800483974509962
1993-02-16,1.9107142686843872,1.9107142686843872,1.8392857313156128,1.8928571939468384,1.5858396291732788,101934000,1.6412513494491576,1.7454497158527373,0.016509525266769076,0.023585229392466545,0.06603795072490115
1993-02-17,1.9017857313156128,1.9285714626312256,1.8571428060531616,1.9241071939468384,1.6120210886001587,62395200,1.6240400314331054,1.7368550300598145,0.020881615113883756,-0.004640375347575221,0.023201950688080952
1993-02-18,1.9642857313156128,1.9732142686843872,1.9107142686843872,1.9642857313156128,1.645682692527771,70030800,1.6202787160873413,1.7295702338218688,0.0,-0.004545313950675922,-0.009090845214124399
1993-02-19,1.9732142686843872,1.9821428060531616,1.9553571939468384,1.9642857313156128,1.645682692527771,44450000,1.6202494382858277,1.7222854375839234,0.0022728742881106268,-0.036363670606861076,-0.02272714925410646
1993-02-22,1.9642857313156128,2.0,1.9553571939468384,1.96875,1.649423122406006,24690400,1.627729845046997,1.7159340679645538,-0.01587288394552222,-0.03401370475653864,-0.03401370475653864
1993-02-23,1.9642857313156128,1.9732142686843872,1.9285714626312256,1.9375,1.6232420206069946,48518400,1.6352103233337403,1.7075272381305695,-0.0115209652588677,0.0,-0.027649861299410827
1993-02-24,1.8616071939468384,1.9241071939468384,1.8616071939468384,1.9151785373687744,1.6045407056808472,71640800,1.633714246749878,1.6970657408237457,0.020979113977608765,0.018647960978503297,0.002331078704144396
1993-02-25,1.9017857313156128,1.9553571939468384,1.9017857313156128,1.9553571939468384,1.6382025480270386,41806800,1.6322182178497315,1.6890337407588958,-0.031963641441543844,0.004566068164001624,0.0
1993-02-26,1.9375,1.9375,1.8660714626312256,1.8928571939468384,1.5858396291732788,73721200,1.620249605178833,1.6789433777332305,0.0047170609127109575,0.03773588593298638,0.0047170609127109575
1993-03-01,1.8928571939468384,1.9107142686843872,1.8839285373687744,1.9017857313156128,1.59332013130188,29825600,1.6090290069580078,1.6697868585586548,0.018779584037933228,0.061032993464333885,-0.04225348424456654
1993-03-02,1.8928571939468384,1.9464285373687744,1.8928571939468384,1.9375,1.6232420206069946,36923600,1.6090290069580078,1.6595139980316163,0.006912153209053473,0.046082686011285734,-0.036866383813865644
1993-03-03,1.9285714626312256,1.9642857313156128,1.9017857313156128,1.9508928060531616,1.6344621181488037,50674400,1.6150132894515992,1.6512949764728546,0.006864995067414448,0.03890163871534846,-0.05720821929357911
1993-03-04,1.9464285373687744,1.9732142686843872,1.9107142686843872,1.9642857313156128,1.645682692527771,47084800,1.6165093183517456,1.644010180234909,0.0,0.03409108606911393,-0.05909089229855846
1993-03-05,1.9553571939468384,1.9910714626312256,1.9553571939468384,1.9642857313156128,1.645682692527771,27904800,1.628477931022644,1.6374717891216277,0.027272897830327603,0.022727511442060866,-0.0886363746666331
1993-03-08,1.9642857313156128,2.0267856121063232,1.9642857313156128,2.017857074737549,1.6905652284622192,44251200,1.6479269504547118,1.6365363657474519,0.004424641164266996,0.008849634900820469,-0.11504419599380578
1993-03-09,2.017857074737549,2.0535714626312256,2.017857074737549,2.0267856121063232,1.6980453729629517,38707200,1.6628876209259034,1.6370945751667023,0.0,-0.004405149956435039,-0.14096908103958117
1993-03-10,2.0267856121063232,2.044642925262451,2.0,2.0267856121063232,1.6980453729629517,33124000,1.675604271888733,1.6370929598808288,0.0022027855897088777,-0.028634246958962994,-0.11013204849090896
1993-03-11,2.0357143878936768,2.044642925262451,2.0089285373687744,2.03125,1.7017858028411863,36153600,1.686824893951416,1.6389577865600586,-0.010988949407009563,-0.04175834398436373,-0.1252749619035649
1993-03-12,2.0267856121063232,2.0267856121063232,1.9821428060531616,2.0089285373687744,1.6830849647521973,31673600,1.6943053483963013,1.6408205807209015,0.013333342777046786,-0.04444454675133902,-0.11111111898087223
1993-03-15,2.0,2.044642925262451,1.9776785373687744,2.0357143878936768,1.7055261135101318,34008800,1.6972975254058837,1.6454958319664001,-0.008772005851685138,-0.0657896594601658,-0.14912319083189407
1993-03-16,2.044642925262451,2.0625,2.017857074737549,2.017857074737549,1.6905652284622192,25320400,1.6958014965057373,1.6507321119308471,-0.02433630206249837,-0.06637166238326597,-0.13716817747417076
